,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bylevel,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.027725815773010254,0.0012456564774517692,0.007380938529968262,0.0006618323640685737,0.1,0.4,0,0.1,2,30,0.6,"{'colsample_bylevel': 0.1, 'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 30, 'subsample': 0.6}",0.8253968253968254,0.8095238095238095,0.8095238095238095,0.8387096774193549,0.7903225806451613,0.8225806451612904,0.7903225806451613,0.7096774193548387,0.7096774193548387,0.8064516129032258,0.7912186379928315,0.04313800118146974,4572
1,0.02712719440460205,0.0009769805920912286,0.007081270217895508,0.0006982601604266998,0.1,0.4,0,0.1,2,30,0.7,"{'colsample_bylevel': 0.1, 'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 30, 'subsample': 0.7}",0.8571428571428571,0.8253968253968254,0.7936507936507936,0.8387096774193549,0.7741935483870968,0.8709677419354839,0.8064516129032258,0.7258064516129032,0.6774193548387096,0.8064516129032258,0.7976190476190477,0.05631048234233199,4538
2,0.02772543430328369,0.0009774232474212034,0.007582163810729981,0.000486388480327927,0.1,0.4,0,0.1,2,30,0.8,"{'colsample_bylevel': 0.1, 'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 30, 'subsample': 0.8}",0.8571428571428571,0.8412698412698413,0.7936507936507936,0.8387096774193549,0.7741935483870968,0.8709677419354839,0.8064516129032258,0.7258064516129032,0.6935483870967742,0.8064516129032258,0.8008192524321556,0.05396555771316519,4506
3,0.028225159645080565,0.0010019981259995659,0.007579183578491211,0.0006608381493486134,0.1,0.4,0,0.1,2,30,0.9,"{'colsample_bylevel': 0.1, 'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 30, 'subsample': 0.9}",0.8412698412698413,0.8412698412698413,0.7936507936507936,0.8387096774193549,0.7903225806451613,0.8548387096774194,0.8064516129032258,0.7258064516129032,0.6935483870967742,0.8064516129032258,0.799231950844854,0.04996004784178096,4523
4,0.04158873558044433,0.0007789233046242151,0.0074805736541748045,0.0004990584144573542,0.1,0.4,0,0.1,2,50,0.6,"{'colsample_bylevel': 0.1, 'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'subsample': 0.6}",0.873015873015873,0.8571428571428571,0.8253968253968254,0.8709677419354839,0.7903225806451613,0.8548387096774194,0.8064516129032258,0.7580645161290323,0.6935483870967742,0.7903225806451613,0.8120071684587813,0.05400283789067792,4127
5,0.04049150943756104,0.0014246470409011536,0.007280993461608887,0.00045778253449379954,0.1,0.4,0,0.1,2,50,0.7,"{'colsample_bylevel': 0.1, 'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'subsample': 0.7}",0.873015873015873,0.873015873015873,0.8095238095238095,0.8709677419354839,0.8064516129032258,0.8709677419354839,0.8225806451612904,0.7419354838709677,0.6935483870967742,0.7903225806451613,0.8152329749103944,0.05818448172007834,3865
6,0.03949425220489502,0.0011970720468862171,0.0070814847946166996,0.0005367734673202196,0.1,0.4,0,0.1,2,50,0.8,"{'colsample_bylevel': 0.1, 'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'subsample': 0.8}",0.8253968253968254,0.8888888888888888,0.8095238095238095,0.8709677419354839,0.8064516129032258,0.8548387096774194,0.8225806451612904,0.7419354838709677,0.6935483870967742,0.8225806451612904,0.8136712749615975,0.055295959566304384,3990
7,0.038297295570373535,0.00048817894805022825,0.007481050491333008,0.0009201553390846764,0.1,0.4,0,0.1,2,50,0.9,"{'colsample_bylevel': 0.1, 'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 50, 'subsample': 0.9}",0.873015873015873,0.873015873015873,0.8253968253968254,0.8709677419354839,0.8064516129032258,0.8709677419354839,0.8225806451612904,0.7419354838709677,0.7096774193548387,0.8064516129032258,0.8200460829493087,0.05429991648356448,3378
8,0.05664811134338379,0.0005980654111147701,0.007480716705322266,0.0004986767605626045,0.1,0.4,0,0.1,2,80,0.6,"{'colsample_bylevel': 0.1, 'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 80, 'subsample': 0.6}",0.8412698412698413,0.873015873015873,0.9047619047619048,0.8870967741935484,0.8225806451612904,0.9032258064516129,0.8548387096774194,0.7741935483870968,0.6935483870967742,0.8709677419354839,0.8425499231950845,0.062207345706464176,322
9,0.05624966621398926,0.0004888704775474449,0.0071807861328125,0.00039906554473338935,0.1,0.4,0,0.1,2,80,0.7,"{'colsample_bylevel': 0.1, 'colsample_bytree': 0.4, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 80, 'subsample': 0.7}",0.8412698412698413,0.873015873015873,0.8412698412698413,0.8870967741935484,0.8225806451612904,0.9032258064516129,0.8548387096774194,0.7903225806451613,0.6935483870967742,0.8548387096774194,0.8362007168458782,0.05641299985751116,1303
