,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bylevel,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.061734700202941896,0.0012964309105771468,0.006482481956481934,0.0006692615675901976,0.4,0.3,0.1,2,100,0.5,"{'colsample_bylevel': 0.4, 'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100, 'subsample': 0.5}",0.8888888888888888,0.8571428571428571,0.8412698412698413,0.8225806451612904,0.8225806451612904,0.8064516129032258,0.8225806451612904,0.8064516129032258,0.6935483870967742,0.8387096774193549,0.8200204813108039,0.0482750784681297,2502
1,0.06303110122680664,0.002778178682240579,0.006482934951782227,0.0006690661467408704,0.4,0.3,0.1,2,100,0.6,"{'colsample_bylevel': 0.4, 'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100, 'subsample': 0.6}",0.8888888888888888,0.8571428571428571,0.8571428571428571,0.8387096774193549,0.8225806451612904,0.8064516129032258,0.8387096774193549,0.8064516129032258,0.6612903225806451,0.8548387096774194,0.8232206861239119,0.05905718691813882,2077
2,0.06063764095306397,0.0007461428340397716,0.006782007217407226,0.00039896992097200075,0.4,0.3,0.1,2,100,0.7,"{'colsample_bylevel': 0.4, 'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100, 'subsample': 0.7}",0.9047619047619048,0.8571428571428571,0.873015873015873,0.8387096774193549,0.8064516129032258,0.8064516129032258,0.8387096774193549,0.8064516129032258,0.6774193548387096,0.8387096774193549,0.8247823860727086,0.05751192554813529,1941
3,0.06033885478973389,0.0009194700970663673,0.006482863426208496,0.0004988915171100695,0.4,0.3,0.1,2,100,0.8,"{'colsample_bylevel': 0.4, 'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100, 'subsample': 0.8}",0.873015873015873,0.8571428571428571,0.873015873015873,0.8548387096774194,0.8225806451612904,0.8064516129032258,0.8548387096774194,0.8064516129032258,0.6612903225806451,0.8387096774193549,0.8248335893497183,0.05925148436533175,1818
4,0.05983977317810059,0.0011798457927987872,0.006682467460632324,0.0004570544238235443,0.4,0.3,0.1,2,100,0.9,"{'colsample_bylevel': 0.4, 'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 100, 'subsample': 0.9}",0.873015873015873,0.8571428571428571,0.873015873015873,0.8548387096774194,0.8225806451612904,0.8387096774193549,0.8387096774193549,0.8064516129032258,0.6774193548387096,0.8387096774193549,0.8280593958013313,0.053976633360704025,1289
5,0.08946070671081544,0.006525137052106261,0.006083440780639648,0.0006984032905856283,0.4,0.3,0.1,2,150,0.5,"{'colsample_bylevel': 0.4, 'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 150, 'subsample': 0.5}",0.8412698412698413,0.8571428571428571,0.8253968253968254,0.8709677419354839,0.8064516129032258,0.8709677419354839,0.8225806451612904,0.7580645161290323,0.6774193548387096,0.8387096774193549,0.8168970814132104,0.05627235484288357,2740
6,0.0863687515258789,0.0006613937466167185,0.006582832336425782,0.0004885972874994458,0.4,0.3,0.1,2,150,0.6,"{'colsample_bylevel': 0.4, 'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 150, 'subsample': 0.6}",0.873015873015873,0.8571428571428571,0.8571428571428571,0.8709677419354839,0.8064516129032258,0.8870967741935484,0.8387096774193549,0.7903225806451613,0.6451612903225806,0.8387096774193549,0.8264720942140297,0.0667709972424843,1514
7,0.08616938591003417,0.0011102821178439175,0.006682276725769043,0.0004573454815536228,0.4,0.3,0.1,2,150,0.7,"{'colsample_bylevel': 0.4, 'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 150, 'subsample': 0.7}",0.8571428571428571,0.8571428571428571,0.8888888888888888,0.8709677419354839,0.8064516129032258,0.8870967741935484,0.8548387096774194,0.8064516129032258,0.6612903225806451,0.8387096774193549,0.8328981054787505,0.06329344853546454,611
8,0.08547124862670899,0.0006385465525285619,0.006582498550415039,0.0004890065840785013,0.4,0.3,0.1,2,150,0.8,"{'colsample_bylevel': 0.4, 'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 150, 'subsample': 0.8}",0.873015873015873,0.8571428571428571,0.8888888888888888,0.8870967741935484,0.8225806451612904,0.8870967741935484,0.8387096774193549,0.7741935483870968,0.6612903225806451,0.8387096774193549,0.8328725038402457,0.06654070243658855,651
9,0.08457365036010742,0.0005984388992984958,0.006882071495056152,0.0002991762981202673,0.4,0.3,0.1,2,150,0.9,"{'colsample_bylevel': 0.4, 'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 150, 'subsample': 0.9}",0.873015873015873,0.8571428571428571,0.8888888888888888,0.9032258064516129,0.8225806451612904,0.8870967741935484,0.8548387096774194,0.8064516129032258,0.6612903225806451,0.8548387096774194,0.840937019969278,0.0661719949588802,54
